Name,Source,TF,CF,"Majestic BL","Majestic RD","Majestic Topics","Majestic Languages","Site Languages","Ahrefs DR","Ahrefs UR","Ahrefs RD","Ahrefs BL","Ahrefs Traffic","Ahrefs Positions","Ahrefs Cost","Moz DA","Moz PA",Age,"SZ Redirects","SZ Parked","SZ Active History","SZ Score","SZ Drops","Google Index","SEM Traffic","SEM Rank","SEM Keywords","Out Links Internal","Out Links External","Out Domains External","Date Added",Price,Expires
seminoleplaza.com,"Namecheap Auctions",12,11,83,26,"News/Media Industry: 12
Recreation/Travel: 5","Spanish: 69.7%
English: 25.5%
German: 2.3%
Guarani: 2.3%",,8,11,46,220,0,0,0,30,20,18,20,0,17,,1,1,246,10,20,0,0,0,09/12/2022,$15,"09/27/2022 16:00:00"
socialworkout.com,"Namecheap Auctions",9,45,845244,453,"Computers/Human-Computer Interaction: 9
Society/Religion and Spirituality: 8
Home/Cooking: 7
Arts/Music: 5
Computers/Computer Science/Distributed Computing: 4
Business/Small Business: 4","English: 99.9%","English: 59.5%
Arabic: 40.4%",26,23,375,608535,0,3,0,41,39,15,87,1,13,,0,118,1948,106,360,6,3,2,09/12/2022,$37,"09/27/2022 16:00:00"
bavaria-maschinen.com,"GoDaddy Auctions",19,9,26,10,"Regional/Europe: 19","Polish: 96%
German: 4%","English: 100%",5,0,20,2144,,,,58,36,,,,,,,0,11557,13,13,0,0,0,09/13/2022,$12,"09/22/2022 17:22:00"
maplewiki.net,"GoDaddy Auctions",26,28,122784,443,"Games/Video Games/Roleplaying: 26","English: 99.1%
Korean: 0.5%
Vietnamese: 0.2%","English: 99.6%
Catalan: 0.2%",7,33,582,917059,1778,3669,7034,34,43,16,0,0,16,,0,4310,20061,532,11969,42,2,1,09/13/2022,$660,"09/22/2022 16:56:00"
nae4ha.com,"GoDaddy Auctions",14,15,798,92,"Science/Agriculture: 13
Reference/Education: 13
Society/People: 10
Society: 9
Home/Gardening: 9
Regional/North America: 9
Science/Environment: 8
Business: 8
Society/Government: 8
Business/Employment: 7","English: 99.3%
Spanish: 0.2%
Portuguese: 0.1%
Russian: 0.1%
Slovenian: 0.1%",,32,33,248,8200,0,0,0,38,35,13,0,0,13,,5,338,912,240,486,0,0,0,09/13/2022,$12,"09/23/2022 17:25:00"
mauiwindcam.com,"GoDaddy Auctions",16,17,3896,409,"Computers/Internet/On the Web: 15
Sports/Water Sports: 13
Regional/North America: 13
Recreation/Boating: 12
Business: 12
News/Weather: 11
Arts/Movies: 10
Society/Issues: 10
Society/Law: 10
Computers/Internet: 10","English: 91.2%
Hausa: 2.3%
Russian: 2%
French: 1.4%
German: 1.1%
Catalan: 0.5%
Dutch: 0.3%
Polish: 0.2%
Italian: 0.2%
Danish: 0.1%",,30,22,229,11503,7,15,0,30,39,21,68,0,21,,0,10,3261,29,165,0,0,0,09/13/2022,$20,"09/23/2022 18:28:00"
dominionhomes.com,"GoDaddy Auctions",25,14,372,79,"Business/Construction and Maintenance: 24
Business/Arts and Entertainment: 14","English: 99.4%
Chinese: 0.5%",,13,20,248,944,0,0,0,30,33,24,0,0,22,,1,1,880,120,144,0,0,0,09/13/2022,$102,"09/22/2022 21:19:00"
laprensatoledo.com,"GoDaddy Auctions",25,17,2854,517,"News/Newspapers: 25
News/Media Industry: 14
Reference/Education: 12
Society/Issues: 12
Arts/Writers Resources: 10","English: 75.5%
Italian: 21.5%
Spanish: 2.4%
French: 0.2%",,34,22,770,124899,0,4,0,33,42,20,1728,0,20,,0,368,5859,232,531,0,1,1,09/13/2022,$690,"09/22/2022 19:17:00"
bobdorough.com,"GoDaddy Auctions",26,17,441,147,"Arts/Music: 26","English: 89.6%
German: 2.5%
Japanese: 2.5%
Czech: 1.4%
French: 1.4%
Russian: 0.7%
Portuguese: 0.5%
Italian: 0.3%
Polish: 0.3%
Spanish: 0.3%","English: 100%",30,22,334,720,0,0,0,39,32,16,0,0,16,,0,3,985,304,320,0,1,0,09/13/2022,$22,"09/23/2022 17:19:00"
onemarinesview.com,"GoDaddy Auctions",13,28,22171,164,"News/Weblogs: 12
Society/Politics: 12
Home/Family: 11
Society/People: 10
Society/Military: 8
Society/Issues: 7
Science/News and Media: 7
Computers/Internet/On the Web: 6
Society/Religion and Spirituality: 6
Society/Law: 6","English: 99.8%","English: 100%",22,26,490,273103,88,63,2,38,38,16,95,0,16,,1,43,5953,468,520,1,0,0,09/13/2022,$300,"09/22/2022 16:01:00"
twowheelednomad.com,"GoDaddy Auctions",10,15,251,40,"Business/Electronics and Electrical: 10
Recreation/Motorcycles: 7
Recreation/Travel: 5","English: 96.7%
Spanish: 2%
Dutch: 0.8%
Turkish: 0.4%","English: 100%",16,23,85,512,0,0,0,30,30,8,45,0,8,,0,52,346,59,292,0,84,14,09/13/2022,$12,"09/22/2022 18:04:00"
landauprinceton.com,"GoDaddy Auctions",11,12,285,86,"Business/Transportation and Logistics: 11
Computers/Programming/Personal Pages: 9
Computers/Programming/Languages: 8
Recreation/Travel: 8
Reference/Education: 6
Computers/Computer Science/People: 5","English: 96.3%
Danish: 0.7%
French: 0.7%
Japanese: 0.7%
Russian: 0.7%
Czech: 0.3%
German: 0.3%","English: 100%",17,13,194,2506,3,10,610,30,27,18,13,0,18,,0,5,848,23,26,0,0,0,09/13/2022,$10,"09/23/2022 18:01:00"
discount-coach-handbags-outlet.com,"Expired Domains",9,14,1496,99,"Health/Weight Loss: 9
Shopping/Jewelry: 5","English: 83.4%
French: 6%
Spanish: 4.6%
Finnish: 2.2%
Russian: 1.3%
German: 1%
Italian: 1%
Japanese: 0.1%",,0,0,,,0,0,0,55,38,0,0,0,0,,6,0,6306,51,713,0,0,0,09/14/2022,,"09/17/2022 17:45:00"
customcabinetsnc.com,"GoDaddy Auctions",19,8,12,9,"Business/Construction and Maintenance: 19","English: 83.3%
Russian: 16.6%",,,,,,,,,67,42,,,,,,,,283,0,4,0,0,0,09/14/2022,$12,"09/23/2022 17:28:00"
taylor-ins.com,"GoDaddy Auctions",19,9,10,7,"Business/Financial Services: 19","English: 100%",,,,,,,,,56,36,,,,,,,,219,7,189,0,0,0,09/14/2022,$10,"09/23/2022 17:47:00"
santinavolpato.com,"GoDaddy Auctions",19,9,207,7,"Shopping/Jewelry: 19","Italian: 100%",,,,,,,,,57,36,,,,,,,,1576,2,3,0,0,0,09/14/2022,$10,"09/23/2022 18:42:00"
midwaybaptistelyria.com,"GoDaddy Auctions",20,9,28,10,"Society/Religion and Spirituality: 20","English: 100%",,0,0,12,41,,,,56,36,,,,,,,0,30,4,5,0,0,0,09/14/2022,$10,"09/23/2022 17:38:00"
de-javu-dh.com,"GoDaddy Auctions",19,9,487,7,"Adult/Regional: 19","Japanese: 100%",,,,,,,,,57,36,,,,,,,,697,0,1,0,0,0,09/14/2022,$10,"09/23/2022 16:11:00"
innovacom-mpeg2.com,"GoDaddy Auctions",19,11,43,19,"Computers/Hardware: 19
Computers/Software/Operating Systems: 11
Arts/Movies: 10
Computers/Multimedia: 10
Science/Technology: 9","English: 90.4%
French: 4.7%
Hungarian: 2.3%
Japanese: 2.3%",,2,0,36,1009,,,,57,36,,,,,,,2,78,1,11,0,0,0,09/14/2022,$10,"09/23/2022 16:19:00"
orientalischemagie.com,"GoDaddy Auctions",19,9,28,11,"Society/Religion and Spirituality: 19","German: 100%",,0,4,18,45,,,,56,36,,,,,,,0,59,1,4,0,0,0,09/14/2022,$10,"09/23/2022 19:49:00"
jce-rennes.com,"GoDaddy Auctions",19,8,22,6,"Society/Organizations: 19","French: 100%",,,,,,,,,58,38,,,,,,,,30,2,2,0,0,0,09/14/2022,$15,"09/23/2022 16:53:00"
thein-productions.com,"GoDaddy Auctions",20,9,12,11,"Business/Arts and Entertainment: 20","German: 66.6%
English: 22.2%
Japanese: 11.1%",,2,0,15,25,,,,56,36,,,,,,,20,43,1,1,0,0,0,09/14/2022,$10,"09/23/2022 16:26:00"
puericantores-cat.com,"GoDaddy Auctions",18,7,15,7,"Arts/Music: 18","Catalan: 60%
Russian: 26.6%
French: 6.6%
Japanese: 6.6%",,,,,,,,,56,36,,,,,,,,22,2,3,0,0,0,09/14/2022,$10,"09/23/2022 21:08:00"
dawnrayspharm.com,"GoDaddy Auctions",18,8,52,9,"Business/Biotechnology and Pharmaceuticals: 18","English: 98%
Japanese: 1.9%",,,,,,,,,56,36,,,,,,,,465,1,1,0,0,0,09/14/2022,$10,"09/23/2022 19:36:00"
herculescastro.com,"GoDaddy Auctions",19,8,27,7,"Arts/Music: 19","English: 100%",,,,,,,,,57,36,,,,,,,,32,1,1,0,0,0,09/14/2022,$10,"09/23/2022 19:23:00"
leefritch.com,"GoDaddy Auctions",20,9,548,9,"Shopping/Visual Arts: 20","English: 100%",,,,,,,,,55,36,,,,,,,,55,1,1,0,0,0,09/14/2022,$10,"09/23/2022 18:15:00"
baycityfwb.com,"GoDaddy Auctions",18,9,13,11,"Society/Religion and Spirituality: 18","English: 100%",,0,0,21,26,,,,57,36,,,,,,,1,40,15,16,0,0,0,09/14/2022,$10,"09/23/2022 17:08:00"
defendpressfreedom.com,"GoDaddy Auctions",15,11,166,7,"Society/Issues: 15
News/Newspapers: 7","French: 38.7%
English: 36.8%
Spanish: 22.5%
Portuguese: 1.8%",,,,,,,,,57,36,,,,,,,,772,1,11,0,0,0,09/14/2022,$10,"09/23/2022 17:42:00"
adcorepublicans.com,"GoDaddy Auctions",20,9,22,11,"Society/Politics: 20","English: 100%",,0,0,37,259,,,,55,37,,,,,,,0,68,2,3,0,0,0,09/14/2022,$10,"09/23/2022 21:09:00"
catfishmoon.com,"GoDaddy Auctions",18,9,17,13,"Regional/North America: 18","English: 94.1%
French: 5.8%",,1,0,27,83,,,,57,36,,,,,,,0,47,6,9,0,0,0,09/14/2022,$10,"09/23/2022 16:14:00"
vdimultimedia.com,"GoDaddy Auctions",19,10,62,10,"Computers/Hardware: 19
Computers/Software/Operating Systems: 11
Arts/Movies: 10
Computers/Multimedia: 10
Science/Technology: 9","English: 93.5%
French: 3.2%
Hungarian: 1.6%
Japanese: 1.6%",,0,0,13,84,,,,57,36,,,,,,,1,71,0,0,0,0,0,09/14/2022,$10,"09/23/2022 20:30:00"
alacatisesilotel.com,"GoDaddy Auctions",18,8,22,7,"Regional/Middle East: 18","Turkish: 80.9%
Croatian: 4.7%
English: 4.7%
German: 4.7%
Japanese: 4.7%",,,,,,,,,56,36,,,,,,,,114,8,12,0,0,0,09/14/2022,$10,"09/23/2022 16:34:00"
williamsburgclc.com,"GoDaddy Auctions",19,8,27,8,"Society/Religion and Spirituality: 19","English: 100%",,,,,,,,,57,38,,,,,,,,59,1,26,0,0,0,09/14/2022,$10,"09/23/2022 18:20:00"
duggansbrewery.com,"GoDaddy Auctions",13,13,157,69,"Recreation/Food: 13
Arts/Music: 5","English: 95.7%
Arabic: 0.7%
Danish: 0.7%
French: 0.7%
German: 0.7%
Italian: 0.7%
Spanish: 0.7%",,,,,,6,4,0,31,33,,,,,,0,1,306,50,70,0,0,0,09/14/2022,$10,"09/24/2022 17:42:00"
elistmania.com,"GoDaddy Auctions",11,30,3208,652,"Arts: 11
Society/History: 9
Science/News and Media: 9
Society: 6
Society/Politics: 6
Recreation/Drugs: 6
Society/Issues: 5
Reference/Libraries: 5
Society/People: 5
Arts/Literature: 5","English: 87%
Portuguese: 2.3%
Dutch: 1.8%
Polish: 1.4%
Estonian: 1.2%
Chinese: 1%
Albanian: 0.9%
Spanish: 0.8%
German: 0.8%
French: 0.4%","English: 99.9%",26,21,1536,12789,488,1054,8952,44,40,13,13,0,13,,0,846,6678,43,134,56,0,0,09/14/2022,$17,"09/24/2022 19:57:00"
verbsite.com,"GoDaddy Auctions",18,8,379,40,"Society: 18
Arts/Art History: 8","English: 93.6%
Spanish: 1.8%
French: 1.3%
Portuguese: 1.3%
Russian: 1.3%
German: 0.5%",,10,0,104,758,0,0,0,33,22,10,0,0,8,,2,1,516,0,0,0,0,0,09/14/2022,$12,"09/24/2022 17:26:00"
bunkhostels.com,"GoDaddy Auctions",17,18,229,117,"Recreation/Travel: 17
Regional/Middle East: 10","English: 53.1%
Turkish: 10.7%
Dutch: 7.1%
Spanish: 5.8%
French: 4.9%
German: 4.9%
Chinese: 4%
Russian: 2.6%
Croatian: 1.3%
Japanese: 1.3%","English: 100%",28,38,194,886,43,75,1587,39,33,10,46,0,10,,1,1,41322,285,343,1,0,0,09/14/2022,$155,"09/23/2022 21:14:00"
slimythief.com,"GoDaddy Auctions",10,14,6190,355,"Society/People: 10
Sports/Paintball: 7
Adult/Arts: 6
Adult/Image Galleries: 5
Adult/World: 5
Adult/Computers: 5
Arts/Comics: 5
Arts/Writers Resources: 4","English: 98.5%
Portuguese: 1%
Spanish: 0.3%",,16,34,138,5666,102,31,0,30,40,13,89,0,13,,0,118,2977,2488,2654,0,0,0,09/14/2022,$12,"09/23/2022 21:01:00"
lovebugliving.com,"GoDaddy Auctions",12,21,1558,247,"Arts/Crafts: 12
Business/Transportation and Logistics: 8
Recreation/Travel: 8
Recreation/Humor: 7
Business/Construction and Maintenance: 6
Shopping/Crafts: 6
Home/Gardening: 5","English: 98.5%
Italian: 0.3%
Arabic: 0.1%
French: 0.1%
German: 0.1%","English: 99.3%
Turkish: 0.3%
Indonesian: 0.1%
Malay: 0.1%
Thai: 0.1%",24,17,463,17653,6,147,192,35,38,11,23,0,11,,0,398,5421,1408,1436,59,38,12,09/14/2022,$30,"09/24/2022 16:06:00"
visitdirectair.com,"GoDaddy Auctions",12,22,688,104,"News/Media Industry: 11
Society/Religion and Spirituality: 11
Arts/Crafts: 8
Recreation/Travel: 8
Science/Educational Resources: 6
Science/Astronomy: 5","Indonesian: 60.8%
English: 34.7%
Spanish: 1.4%
French: 1.3%
Vietnamese: 1%
Japanese: 0.2%
Chinese: 0.1%
Italian: 0.1%","English: 100%",24,26,197,1612,0,0,0,39,31,14,40,0,13,,0,1,1738,49,816,1,0,0,09/14/2022,$10,"09/23/2022 21:16:00"
legendsofvalhalla.com,"GoDaddy Auctions",10,15,8596,82,"Society/Religion and Spirituality: 10
Arts/Movies: 7
Arts/Literature: 7
Arts/Genres: 5","English: 98.4%
French: 0.3%
German: 0.2%
Turkish: 0.2%
Icelandic: 0.1%
Spanish: 0.1%","English: 100%",,,,,0,3,0,35,28,,,,,,4,1,3918,22,24,9,17,17,09/14/2022,$12,"09/24/2022 21:10:00"
7gillview.com,"GoDaddy Auctions",17,4,564,86,"Society/People: 17","English: 95.7%
Persian: 1.4%
German: 0.7%
Thai: 0.7%
Polish: 0.5%
Chinese: 0.1%
Indonesian: 0.1%
Korean: 0.1%
Portuguese: 0.1%
Russian: 0.1%",,3,20,632,3007,0,0,0,49,39,15,0,0,8,,3,835,4892,18,4850,0,0,0,09/14/2022,$12,"09/23/2022 18:58:00"
nustaspa.com,"GoDaddy Auctions",10,15,257,80,"News/Media Industry: 10
Recreation/Travel: 8
Society/Government: 7
Business/Management: 6
Recreation/Food: 6
Computers/Organizations: 6
Health/Mental Health: 5
Business: 5
Business/Real Estate: 5
Society/Law: 5","English: 97.9%
Portuguese: 0.8%
Danish: 0.4%
German: 0.4%
Spanish: 0.4%",,26,20,140,1116,470,3,43222,30,33,19,0,0,19,,1,5,444,35,78,0,0,0,09/14/2022,$245,"09/24/2022 20:29:00"
q-ax.com,"GoDaddy Auctions",18,22,419,75,"Arts/Movies: 18
Arts/Music: 16
Home: 10
Arts/Directories: 8","Japanese: 66.5%
English: 33.1%
Chinese: 0.2%","English: 100%",19,17,146,1235,1,30,12,30,27,16,40,2,15,,4,492,742,19,60,20,4,3,09/14/2022,$12,"09/23/2022 20:35:00"
cansearch.org,"GoDaddy Auctions",14,16,343,101,"Health/Medicine: 13
Business/Real Estate: 12
Health/Men's Health: 11
Health/Organizations: 11
Recreation: 10
Health/Alternative: 9
Health/Conditions and Diseases: 9
Society/People: 9
Health/Specific Substances: 8
Society/Genealogy: 7","English: 89.6%
Polish: 1.9%
Japanese: 1.7%
Arabic: 1.2%
Russian: 1.2%
Spanish: 1%
Dutch: 0.6%
French: 0.6%
Thai: 0.6%
Italian: 0.4%",,31,9,199,900,0,0,0,33,24,22,19,0,22,,0,2,15776,2,25,0,0,0,09/14/2022,$35,"09/25/2022 20:24:00"
letsmix.com,"GoDaddy Auctions",10,15,6887,289,"Arts/Music: 10
Business/Business Services: 7
Recreation/Autos: 6
Shopping/Clothing: 5
Computers/Internet/On the Web: 4","English: 63.5%
German: 8.6%
Swedish: 6.6%
Japanese: 6.1%
Spanish: 5.5%
Croatian: 2.2%
Polish: 1.4%
Dutch: 1.1%
Hungarian: 0.9%
Bulgarian: 0.9%",,,,,,0,0,0,44,37,,,,,,1,6,27434,49,264,0,0,0,09/14/2022,$233,"09/24/2022 21:16:00"
nataliecole.com,"GoDaddy Auctions",21,29,220941,2880,"Science/Social Sciences: 21
Arts: 15
Computers/News and Media: 12
Arts/Music: 11
Health/Mental Health: 10
Society/Politics: 9
Society/Gay  Lesbian  and Bisexual: 9
Sports/Wrestling: 9","English: 90.4%
Russian: 3%
Indonesian: 1.7%
Spanish: 0.8%
Mongolian: 0.8%
Thai: 0.3%
French: 0.3%
Latin: 0.2%
Dutch: 0.2%
Vietnamese: 0.2%","English: 100%",48,53,16162,7419424,4351,226,82297,51,48,22,139,0,21,,0,144,24832100,1391,49710,1,0,0,09/14/2022,$39000,"09/24/2022 17:20:00"
agathethebook.com,"GoDaddy Auctions",9,12,17670,54,"Business: 8
Computers/Internet/On the Web: 8
Arts/Literature: 7
Recreation/Travel: 6
Home/Cooking: 6
Arts/Comics: 5
Society/People: 5
Science/Social Sciences: 5
Arts/Photography: 5
Arts/Crafts: 5","French: 99.9%",,,,,,6,206,4,31,33,,,,,,0,265,2170,517,2167,0,0,0,09/14/2022,$12,"09/23/2022 19:39:00"
gossmission.org,"GoDaddy Auctions",10,21,224,101,"Recreation/Travel: 10
Computers/Internet/Commercial Services: 9
Society/Government: 8
Arts/Performing Arts: 7
Games/Online: 7
Society/Religion and Spirituality: 7
Business: 6
Regional/Africa: 6
Recreation/Outdoors: 6
Society/Issues: 5","English: 83.2%
Arabic: 2.2%
Thai: 1.9%
French: 1.8%
Catalan: 1.6%
Swahili: 1.3%
Spanish: 1.3%
German: 1.1%
Esperanto: 0.6%
Chinese: 0.5%","English: 66.6%
Indonesian: 33.3%",29,11,301,6014,0,0,0,38,32,12,6,5,11,,2,4,1525,13,42,0,0,0,09/14/2022,$12,"09/25/2022 21:12:00"
brendanhansenonline.com,"Namecheap Auctions",14,16,197,23,"Sports/Water Sports: 14
Society/Ethnicity: 8","English: 78%
Portuguese: 17.8%
Faroese: 2.5%
Russian: 1%
French: 0.5%","Latin: 69.2%
English: 30.7%",6,18,97,1210,,,,58,29,,,,,,,1,316,27,30,12,1,1,09/14/2022,$15,"09/29/2022 16:00:00"
ourfairdee.club,"Namecheap Auctions",17,20,274,78,"Society/Issues: 17
Business/Automotive: 12
Computers/Open Source: 8","English: 99.1%
Danish: 0.4%
German: 0.2%
Spanish: 0.2%",,40,6,194,1389,0,0,0,35,3,2,0,0,2,,,1,1646,0,0,0,0,0,09/14/2022,$15,"09/30/2022 16:00:00"
otcsalliance.org,"Namecheap Auctions",12,15,1042,104,"Business/Electronics and Electrical: 11
Computers/Security: 11
Business/Transportation and Logistics: 6
Computers/Internet/Routers and Routing: 6
Business/Industrial Goods and Services: 5","Slovenian: 84.4%
English: 12.1%
Swedish: 0.9%
German: 0.7%
Russian: 0.6%
Spanish: 0.3%
Vietnamese: 0.3%",,,,,,18,89,704,30,31,,,,,,0,20,7761,2,7718,0,0,0,09/14/2022,$15,"09/29/2022 16:00:00"
privacysurfer.com,"Namecheap Auctions",10,9,331,38,"Society/Law: 10","English: 98.3%
Indonesian: 1.6%","English: 100%",,,,,6,315,245,47,32,,,,,,3,6,257,5,252,18,5,4,09/14/2022,$15,"09/30/2022 16:00:00"
unofficialseries.com,"Namecheap Auctions",20,29,858,637,"Health/Medicine: 19
Arts/Visual Arts: 15
Regional/Europe: 14
Recreation: 14
Regional/North America: 12","English: 21.4%
Spanish: 21.4%
German: 14.2%
Chinese: 7.1%
French: 7.1%
Italian: 7.1%
Japanese: 7.1%
Korean: 7.1%
Russian: 7.1%","English: 97.1%
Thai: 2.8%",61,10,165,766,0,26,0,49,38,5,0,0,3,,1,3,17413,271,16954,23,276,202,09/14/2022,$79,"09/30/2022 16:00:00"
1000gratisproben.com,"GoDaddy Auctions",12,15,7258,72,"Computers/Security: 12
Computers/Software/Operating Systems: 9","English: 85.2%
Czech: 5.9%
French: 3.9%
Italian: 2%
Danish: 1.1%
Russian: 0.5%
Greek: 0.3%
German: 0.2%
Polish: 0.1%
Dutch: 0.1%","English: 100%",4,14,95,4652,0,0,0,32,26,13,14,1,10,,7,1,14041,346,358,0,2,2,09/15/2022,$100,"09/22/2022 08:00:00"
sitedeliteratura.com,"GoDaddy Auctions",10,10,211,22,"Arts/Literature: 10","Portuguese: 99%
Polish: 0.4%
English: 0.4%","English: 100%",9,16,234,14792,,,,33,25,,,,,,7,1,1338,5,64,0,2,2,09/15/2022,$100,"09/22/2022 08:00:00"
denverwinebar.net,"GoDaddy Auctions",16,13,38,24,"Recreation/Travel: 16","English: 80%
Chinese: 3.3%
French: 3.3%
German: 3.3%
Japanese: 3.3%
Portuguese: 3.3%
Spanish: 3.3%","English: 100%",25,5,92,206,,,,33,23,,,,,,1,1,178,12,15,0,2,2,09/15/2022,$100,"09/22/2022 08:00:00"
levillageinternationaldelagastronomie.com,"GoDaddy Auctions",10,12,122,29,"Recreation/Travel: 10
Society/Religion and Spirituality: 10
Regional/Europe: 8
Society/Government: 7
Society/Law: 6
Home/Consumer Information: 6
Society/Ethnicity: 6
Reference/Education: 6
Society/Politics: 6
Arts: 5","French: 68.4%
English: 14%
Spanish: 6.1%
Italian: 4.3%
Portuguese: 1.7%
Danish: 0.8%
Dutch: 0.8%
German: 0.8%
Korean: 0.8%
Russian: 0.8%","English: 100%",0,0,,,0,0,0,31,25,0,0,0,0,,1,1,211,0,190,0,2,2,09/15/2022,$100,"09/22/2022 08:00:00"
naguri-canoe.com,"GoDaddy Auctions",16,12,96,24,"Regional/Asia: 16","Japanese: 100%","English: 100%",29,7,52,191,,,,31,29,,,,,,4,3,108,35,59,0,2,2,09/15/2022,$100,"09/22/2022 08:00:00"
emimusic-spain.com,"GoDaddy Auctions",15,14,1261,63,"Arts/Music: 15
Recreation/Travel: 12
Computers/Internet/Searching: 7","Spanish: 84.5%
English: 11.7%
German: 1.8%
Catalan: 0.9%
Portuguese: 0.4%
Dutch: 0.2%
Guarani: 0.2%","English: 100%",8,11,139,764,0,0,0,36,24,21,157,2,20,,4,1,4536,2,4174,0,2,2,09/15/2022,$150,"09/22/2022 09:00:00"
marcus-furius.com,"GoDaddy Auctions",10,14,2588,105,"Computers/Software/Operating Systems: 9
Computers/News and Media: 6
Society/People: 5
Arts/Literature: 5
Computers/Open Source: 5
Computers/Software: 5","Hungarian: 73.9%
English: 7.3%
Spanish: 4.8%
Italian: 4.5%
Russian: 1.6%
Catalan: 1.4%
Portuguese: 1.1%
Romanian: 0.9%
Chinese: 0.7%
German: 0.6%","English: 100%",23,9,207,1802,0,0,0,35,27,12,8,0,10,,3,1,4654,1,66,0,2,2,09/15/2022,$150,"09/22/2022 09:00:00"
dailyarchdesign.com,"GoDaddy Auctions",9,11,69,40,"Home/Gardening: 9
Arts/Architecture: 8","English: 67.8%
Russian: 23.3%
Thai: 2.9%
Czech: 1.4%
Portuguese: 1.4%
Bulgarian: 0.7%
Italian: 0.7%
Malay: 0.7%
Spanish: 0.7%","English: 100%",17,10,234,396,0,0,0,34,25,6,5,0,5,,4,4,315,8,26,0,2,2,09/15/2022,$300,"09/22/2022 09:00:00"
quenotetanguen.com,"GoDaddy Auctions",18,9,52,7,"Society/Issues: 18","English: 80.7%
Chinese: 9.6%
Spanish: 9.6%",,,,,,,,,57,36,,,,,,,,45,0,0,0,0,0,09/15/2022,$10,"09/24/2022 17:35:00"
eslunada.com,"GoDaddy Auctions",10,12,302,46,"Regional/Europe: 10
Science/Earth Sciences: 5","Spanish: 88.9%
Dutch: 5.7%
English: 1.7%
Italian: 1.6%
German: 1.1%
Korean: 0.3%
Japanese: 0.1%","English: 100%",21,27,68,2029,0,6,0,31,27,7,3,1,7,,2,1,355,89,339,0,2,2,09/15/2022,$100,"09/22/2022 08:00:00"
softopirat.com,"GoDaddy Auctions",9,13,1204,363,"Computers/Internet/On the Web: 9
Reference/Dictionaries: 6
Regional/Europe: 5
Health/Medicine: 5
Recreation/Humor: 5
Arts/Literature: 5
Business: 5
World/Russian: 5
News/Magazines and E-zines: 5
Reference/Education: 5","Russian: 98%
English: 1.4%
Portuguese: 0.2%
Ukrainian: 0.2%","English: 100%",17,23,220,2341,0,0,0,33,36,9,1,0,9,,3,3,12107,96,11969,0,2,2,09/15/2022,$100,"09/22/2022 08:00:00"
zadorno.com,"GoDaddy Auctions",16,18,4661,105,"Adult/World: 16
Arts/Music: 9
Society/People: 7","Russian: 95.1%
English: 4.1%
Bulgarian: 0.4%","English: 100%",2,26,186,4607,0,0,0,30,34,18,26,0,18,,2,136,7585,292,7368,0,2,2,09/15/2022,$100,"09/22/2022 08:00:00"
makeitkenya.com,"GoDaddy Auctions",10,13,101,43,"Recreation/Travel: 10
Recreation/Food: 6","English: 79.6%
German: 8.1%
Italian: 6.5%
Turkish: 2.5%
Arabic: 0.5%
Norwegian: 0.5%
Polish: 0.5%
Russian: 0.5%
Spanish: 0.5%
Thai: 0.5%","English: 100%",24,15,60,184,0,0,0,33,25,5,15,1,5,,1,1,129,22,23,0,2,2,09/15/2022,$150,"09/22/2022 09:00:00"
antimcafee.com,"GoDaddy Auctions",9,20,5117,325,"Arts/Music: 9
Home/Cooking: 6
Business/Investing: 5
Arts/Crafts: 4
Health/Mental Health: 4
Society/Disabled: 2","English: 74.8%
Russian: 10.6%
Spanish: 2.4%
Swedish: 2.4%
French: 2.2%
Arabic: 1.2%
Italian: 0.8%
Indonesian: 0.6%
German: 0.6%
Dutch: 0.5%","English: 100%",39,79,2317,697468,0,0,0,31,47,1,0,0,1,,2,1,55834,31201,55828,0,2,2,09/15/2022,$150,"09/22/2022 09:00:00"
bestinshowonline.com,"GoDaddy Auctions",19,15,148,72,"Arts/Movies: 19
Arts/Animation: 10
Arts/Performing Arts: 9
Arts/Music: 9","English: 75.7%
Dutch: 9.5%
Japanese: 4.4%
Chinese: 3.6%
Romanian: 2.2%
Icelandic: 1.4%
French: 0.7%
Italian: 0.7%
Portuguese: 0.7%
Russian: 0.7%","English: 100%",10,11,92,210,0,0,0,37,20,22,0,0,21,,1,1,225,2,12,0,2,2,09/15/2022,$150,"09/22/2022 09:00:00"
euniceproductions.com,"GoDaddy Auctions",13,17,11465,184,"Computers/Internet/On the Web: 13
Games/Roleplaying: 11
Society/People: 11
Games/Video Games/News and Reviews: 9
Arts/Literature: 9
Business: 8
Society: 6
Arts/Comics: 6","Vietnamese: 34.7%
English: 27.2%
Catalan: 20.3%
Spanish: 9.7%
Polish: 5.6%
Japanese: 0.8%
Korean: 0.4%
Danish: 0.2%
Chinese: 0.1%
Portuguese: 0.1%","English: 100%",13,11,423,38178,0,0,0,32,31,19,4,1,18,,6,4,39298,5,43,0,1,1,09/15/2022,$150,"09/22/2022 09:00:00"
